model,link,question_number,eng_question,wrong_in,n_wrong_langs
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/France_issues_pollution_alert_as_ship_splits_off_Basque_coast,1,"According to the passage, what was the initial concern amongst officials regarding the Luno?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Hollywood_sign_modified_to_read_%27Hollyweed%27,2,"When altering the sign, what did the suspect not do?",swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Hong_Kong_%27tutor_king%27_applies_for_bankruptcy,1,"According to the passage, which of the following was the English tutor Karno not accused of?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Hungary%27s_St_Stephen%27s_Day_hit_by_storm:_3_left_dead,1,"According to Armand Versace’s account, what occurred directly before the crowd began to react to the weather?",swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Ian_Thorpe_starts_to_recover_from_chest_pains,1,How many events was the Olympic gold medalist due to swim in at the Commonwealth Games?,fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/India_struggles_with_encephalitis_outbreak,2,How does the disease transfer to humans?,est,1
local_Gemma-4_E4B_Q8_0_think,"https://en.wikinews.org/wiki/Karzai_declared_winner_of_Afghan_elections,_runoff_polls_cancelled",1,"According to the passage, which reason was not used to explain the canceled runoff?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/La_La_Land_receives_record-equalling_fourteen_Oscar_nominations;_Hacksaw_Ridge_gets_six,2,Which award was the movie not nominated for?,fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Nadal_beats_Raonic_to_reach_Australian_Open_semis,1,Which statement accurately reflects the outcome of Nadal and Raonic’s Brisbane Open match mentioned in the passage?,est,1
local_Gemma-4_E4B_Q8_0_think,"https://en.wikinews.org/wiki/National_Hockey_League_news:_March_22,_2008",2,Who scored his 60th goal of the season during the Capitals vs. Thrashers game?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Nationalised_bank_Northern_Rock_sold_to_Virgin_Money,2,"According to the passage, which of the following statements accurately describes Virgin Group’s dealings with Northern Rock bank?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/New_South_Wales_government_starts_trial_of_hunting_in_national_parks,2,Which statement does not accurately reflect the pest control trial?,fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/New_fossils_from_10_million_year_old_ape_found_in_Ethiopia,1,"According to the passage, where was the split found?",swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Photojournalist_photographing_Justin_Bieber%27s_car_run_over_by_another_vehicle,1,"According to the passage, what did not happen before the photographer was hit by the vehicle?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Researchers_report_rapid_formation_of_new_bird_species_in_Gal%C3%A1pagos_islands,1,"According to the passage, which of the following took less time than researchers had originally believed?",fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Spam_mailer_gets_9_year_jail_sentence,2,Which of the following statements accurately describes the case?,fin,1
local_Gemma-4_E4B_Q8_0_think,"https://en.wikinews.org/wiki/Strong_6.3_earthquake_reported_in_Sumatra,_Indonesia",2,"According to the passage, what did the quake cause?",swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/UK_threat_level_reduced_to_%27severe%27,1,"According to the passage, what information is known?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/UN_Security_Council_heads_to_Haiti_amid_political_instability,1,Which statement regarding the protests is not true?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/War_between_top_lawyers_in_Greece,2,Which group of people is not mentioned as being part of the scandal within the Greek legal community?,swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/West_Indies_wins_the_third_match_of_the_cricket_series_against_India,2,"According to the passage, what was the highest score of of the innings?",swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Wikimedia_Foundation_addresses_controversial_content_conflict,2,"According to the passage, what was deleted from the site?",swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikinews.org/wiki/Women%E2%80%99s_boxing_to_be_included_in_the_2012_Olympics_for_the_first_time,1,"According to the passage, which of the following does Amir Khan not support?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Baltic_Sea_ferries,2,"According to the passage, if a passenger’s cruise is in the summer, what might they be able to avoid?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Car_camping,2,"According to the passage, what might car campers want to avoid if they are looking to stay under the radar?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Charlotte_with_children,2,"According to the passage, what could be considered a downside to living in Charlotte with children?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Cook_Islands,2,Which of the following does not accurately describe the Cook Islands?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Dangerous_animals,1,Which of the following should people avoid doing with moose?,swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Ecuador,1,"In order to avoid certain requirements when entering Ecuador, a Cuban citizen must first have what?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Eye_care,1,Which of the following could cost more in a foreign country than at home?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Falkland_Islands,1,"Regarding the use of currency in the Falklands, which of the following statements is true?",fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/First_and_business_class_flights,1,"According to the passage, which of the following is the most probable way to save money on business or first class airfare?",fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Food_and_drink,1,"According to the passage, what are supermarkets starting to offer a more diverse selection of?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Funeral_travel,1,In which scenario are you not likely be offered a bereavement fare?,fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Gambling,2,"According to the passage, what should a smart gambler avoid?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Gestures,2,"According to the passage, which gesture might mean “come back”?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Grand_Canyon,2,What policy is in place to protect the canyon?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Hill_stations_in_India,2,"According to the passage, when is there usually the most tourists at the hill stations?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Hong_Kong,2,Which location would appeal to a tourist that prioritizes stunning views?,fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Horse_riding,2,Which feature of a riding boot helps increase the rider’s safety when using stirrups?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Hospitality_exchange,2,"Based on the passage, which of the following statements regarding hospitality exchange networks is not true?",fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Internet_access,1,In which scenario would choosing a web proxy over a personal VPN provider be sufficient for the user?,fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Mallorca,1,"According to the passage, which of these is not a main staple of Majorcan cuisine?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Meteora,2,Which of the following clothing items is not likely to be available to borrow from a monastery? ,fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Running,1,Which tour organization succeeded Global Running Tours?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Running,2,"According to the passage, Go Running Tours helps connect how many different sightrunning organizations?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Safaris,2,"Based on the passage, which type of animal is a visitor likely to encounter during a safari excursion in a vehicle?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Salar_de_Uyuni,1,"According to the passage, what would lower the cost of a tour?",fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Sleep,2,Which of the following is not mentioned in the passage as a benefit of booking through a travel agent?,swe,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Southern_Africa,1,What is not mentioned in the passage as something tourists should be aware of when exploring Southern Africa?,fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Talk,2,"According to the passage, what can be hard to pronounce?",est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Tornado_safety,2,Which of these is an accurate characteristic of a tornado?,fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Travel_agencies,2,"According to the passage, in which scenario would a traveler most benefit from the help of a travel agent?",fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Travel_basics,1,"According to the passage, what could help a traveler avoid disappointment while visiting new places?",fin,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Valley_of_the_Kings,1,What can no longer be found in the tomb of Tutankhamun?,est,1
local_Gemma-4_E4B_Q8_0_think,https://en.wikivoyage.org/wiki/Working_abroad,2,"According to the passage, if you’re working overseas but based somewhere else, where will you likely be filing your income taxes?",swe,1
